"District","FIPS","Year","English Learner Status","Variable","Measure Type","Value"
"Andover School District","","2012-2013","Non-English Language Learner","Other Rate","Percent","-6666"
"Andover School District","","2013-2014","English Language Learner","Total Cohort Count","Number","-6666"
"Andover School District","","2013-2014","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Andover School District","","2013-2014","English Language Learner","Four Year Graduation Count","Number","-6666"
"Andover School District","","2013-2014","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Andover School District","","2013-2014","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Andover School District","","2013-2014","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Andover School District","","2013-2014","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Andover School District","","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Andover School District","","2013-2014","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Andover School District","","2013-2014","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Andover School District","","2013-2014","English Language Learner","Other Count","Number","-6666"
"Andover School District","","2013-2014","Non-English Language Learner","Other Count","Number","-6666"
"Andover School District","","2013-2014","English Language Learner","Other Rate","Percent","-6666"
"Andover School District","","2013-2014","Non-English Language Learner","Other Rate","Percent","-6666"
"Andover School District","","2014-2015","English Language Learner","Total Cohort Count","Number","-6666"
"Andover School District","","2014-2015","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Andover School District","","2014-2015","English Language Learner","Four Year Graduation Count","Number","-6666"
"Andover School District","","2014-2015","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Andover School District","","2014-2015","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Andover School District","","2014-2015","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Andover School District","","2014-2015","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Andover School District","","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Andover School District","","2014-2015","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Andover School District","","2014-2015","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Andover School District","","2014-2015","English Language Learner","Other Count","Number","-6666"
"Andover School District","","2014-2015","Non-English Language Learner","Other Count","Number","-6666"
"Andover School District","","2014-2015","English Language Learner","Other Rate","Percent","-6666"
"Andover School District","","2014-2015","Non-English Language Learner","Other Rate","Percent","-6666"
"Andover School District","","2015-2016","English Language Learner","Total Cohort Count","Number","-6666"
"Andover School District","","2015-2016","Non-English Language Learner","Total Cohort Count","Number","-6666"
"Andover School District","","2015-2016","English Language Learner","Four Year Graduation Count","Number","-6666"
"Andover School District","","2015-2016","Non-English Language Learner","Four Year Graduation Count","Number","-6666"
"Andover School District","","2015-2016","English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Andover School District","","2015-2016","Non-English Language Learner","Four Year Graduation Rate","Percent","-6666"
"Andover School District","","2015-2016","English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Andover School District","","2015-2016","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-6666"
"Andover School District","","2015-2016","English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Andover School District","","2015-2016","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-6666"
"Andover School District","","2015-2016","English Language Learner","Other Count","Number","-6666"
"Andover School District","","2015-2016","Non-English Language Learner","Other Count","Number","-6666"
"Andover School District","","2015-2016","English Language Learner","Other Rate","Percent","-6666"
"Andover School District","","2015-2016","Non-English Language Learner","Other Rate","Percent","-6666"
"Ansonia School District","900901220","2010-2011","English Language Learner","Total Cohort Count","Number","-9999"
"Ansonia School District","900901220","2010-2011","Non-English Language Learner","Total Cohort Count","Number","-9999"
"Ansonia School District","900901220","2010-2011","English Language Learner","Four Year Graduation Count","Number","-9999"
"Ansonia School District","900901220","2010-2011","Non-English Language Learner","Four Year Graduation Count","Number","-9999"
"Ansonia School District","900901220","2010-2011","English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Ansonia School District","900901220","2010-2011","Non-English Language Learner","Four Year Graduation Rate","Percent","-9999"
"Ansonia School District","900901220","2010-2011","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Ansonia School District","900901220","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Ansonia School District","900901220","2010-2011","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Ansonia School District","900901220","2010-2011","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Ansonia School District","900901220","2010-2011","English Language Learner","Other Count","Number","-9999"
"Ansonia School District","900901220","2010-2011","Non-English Language Learner","Other Count","Number","-9999"
"Ansonia School District","900901220","2010-2011","English Language Learner","Other Rate","Percent","-9999"
"Ansonia School District","900901220","2010-2011","Non-English Language Learner","Other Rate","Percent","-9999"
"Ansonia School District","900901220","2011-2012","English Language Learner","Total Cohort Count","Number","10"
"Ansonia School District","900901220","2011-2012","Non-English Language Learner","Total Cohort Count","Number","195"
"Ansonia School District","900901220","2011-2012","English Language Learner","Four Year Graduation Count","Number","6"
"Ansonia School District","900901220","2011-2012","Non-English Language Learner","Four Year Graduation Count","Number","150"
"Ansonia School District","900901220","2011-2012","English Language Learner","Four Year Graduation Rate","Percent","60.0"
"Ansonia School District","900901220","2011-2012","Non-English Language Learner","Four Year Graduation Rate","Percent","76.9"
"Ansonia School District","900901220","2011-2012","English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Ansonia School District","900901220","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Count","Number","-9999"
"Ansonia School District","900901220","2011-2012","English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Ansonia School District","900901220","2011-2012","Non-English Language Learner","Still Enrolled After Four Years Rate","Percent","-9999"
"Ansonia School District","900901220","2011-2012","English Language Learner","Other Count","Number","-9999"
"Ansonia School District","900901220","2011-2012","Non-English Language Learner","Other Count","Number","-9999"
